passenger_id,survived,pclass,name,sex,age,Depart date,Arrive date,t_no,fare,cabin_no,embarked
KP-ER-455107,1,2nd,Thiago Cordova,Female,44,26-10-2015,05-Apr-19,V54220,"£51,139.00",PVT-406,Nice
KP-ER-455108,4,1st,Florence Huynh,Male,39,27-10-2015,06-Apr-19,K26583,"£20,053.00",CLS-373,Annaba
KP-ER-455109,0,1st,Layton Carrillo,Female,58,28-10-2015,07-Apr-19,L12653,"£61,731.00",GEN-417,Bizerte
KP-ER-455110,4,3rd,Kaylani Sweeney,Female,54,29-10-2015,08-Apr-19,E25514,"£28,101.00",PVT-407,Tunis
KP-ER-455111,4,2nd,Nixon Butler,Male,36,30-10-2015,09-Apr-19,R26551,"£35,730.00",CLS-374,Sfax
KP-ER-455112,6,3rd,Athena Francis,Male,44,31-10-2015,10-Apr-19,A65621,"£76,834.00",GEN-418,Venice
KP-ER-455113,4,2nd,Harvey Wilkerson,Female,55,01-11-2015,11-Apr-19,D25583,"£21,198.00",PVT-408,Zliten
KP-ER-455114,6,1st,Janiyah Jarvis,Male,57,02-11-2015,12-Apr-19,B45971,"£24,223.00",CLS-375,Palermo
KP-ER-455115,0,1st,Marlon Singleton,Female,47,03-11-2015,13-Apr-19,P14881,"£22,161.00",GEN-419,Zawiya
KP-ER-455116,5,3rd,Malaysia Mejia,Female,42,04-11-2015,14-Apr-19,Y98643,"£62,448.00",PVT-409,Cherbourg
KP-ER-455117,5,2nd,Atticus Roach,Male,41,05-11-2015,15-Apr-19,C21641,"£50,908.00",CLS-376,Southampton
KP-ER-455118,5,3rd,Lyanna Chung,Male,34,06-11-2015,16-Apr-19,V54221,"£76,792.00",GEN-420,Manchester
TL-QO-784587,2,2nd,Ira Briggs,Female,59,07-11-2015,17-Apr-19,K26584,"£42,509.00",PVT-410,Paris
TL-QO-784588,0,1st,Alia Simon,Male,36,08-11-2015,18-Apr-19,L12654,"£40,478.00",CLS-377,London
TL-QO-784589,4,1st,Zayne Gillespie,Female,32,09-11-2015,19-Apr-19,E25515,"£74,941.00",GEN-421,Queenstown
TL-QO-784590,0,3rd,Alianna Holt,Female,34,10-11-2015,20-Apr-19,R26552,"£35,631.00",PVT-411,Naples
TL-QO-784591,2,2nd,Niko Proctor,Male,50,11-11-2015,21-Apr-19,A65622,"£27,454.00",CLS-378,Pula
TL-QO-784592,3,3rd,Chandler Elliott,Male,31,12-11-2015,22-Apr-19,D25584,"£71,836.00",GEN-422,Rome
TL-QO-784593,4,2nd,Blake Walton,Female,45,13-11-2015,23-Apr-19,B45972,"£73,832.00",PVT-412,Valencia
TL-QO-784594,6,1st,Scarlet Barron,Male,34,14-11-2015,24-Apr-19,P14882,"£31,857.00",CLS-379,Qran
TL-QO-784595,6,1st,Dustin Montes,Female,52,15-11-2015,25-Apr-19,Y98644,"£61,947.00",GEN-423,Nador
TL-QO-784596,4,3rd,Roselyn Grimes,Female,54,16-11-2015,26-Apr-19,C21642,"£24,061.00",PVT-413,Malaga
TL-QO-784597,4,2nd,Harlan Dalton,Male,33,17-11-2015,27-Apr-19,V54222,"£33,488.00",CLS-380,Palma
TL-QO-784598,6,3rd,Lilian Thomas,Male,54,18-11-2015,28-Apr-19,K26585,"£20,187.00",GEN-424,Algeris
TL-QO-784599,6,2nd,Logan West,Female,56,19-11-2015,29-Apr-19,L12655,"£20,653.00",PVT-414,Badalona
TL-QO-784600,2,1st,Remi Yoder,Male,47,20-11-2015,30-Apr-19,E25516,"£32,916.00",CLS-381,Jijel
TL-QO-784601,1,1st,Johan Carey,Female,31,21-11-2015,01-May-19,R26553,"£38,862.00",GEN-425,Nice
TL-QO-784602,0,3rd,Alora Suarez,Female,48,22-11-2015,02-May-19,A65623,"£56,120.00",PVT-415,Annaba
TL-QO-784603,5,2nd,Soren Faulkner,Male,33,23-11-2015,03-May-19,D25585,"£47,787.00",CLS-382,Bizerte
TL-QO-784604,2,3rd,Ansley Acosta,Male,32,24-11-2015,04-May-19,B45973,"£29,462.00",GEN-426,Tunis
TL-QO-784605,0,2nd,Jensen Arellano,Female,30,25-11-2015,05-May-19,P14883,"£66,199.00",PVT-416,Sfax
TL-QO-784606,1,1st,Faye Maddox,Male,31,26-11-2015,06-May-19,Y98645,"£22,882.00",CLS-383,Venice
TL-QO-784607,1,1st,Lyric Ellis,Female,44,27-11-2015,07-May-19,C21643,"£65,926.00",GEN-427,Zliten
TL-QO-784608,6,3rd,Ayla Hamilton,Female,46,28-11-2015,08-May-19,V54223,"£27,232.00",PVT-417,Palermo
TL-QO-784609,6,2nd,Jason Cole,Male,39,29-11-2015,09-May-19,K26586,"£29,270.00",CLS-384,Zawiya
TL-QO-784610,6,3rd,Margaret Wilkerson,Male,34,30-11-2015,10-May-19,L12656,"£62,849.00",GEN-428,Cherbourg
TL-QO-784611,1,2nd,Carmelo Lara,Female,32,01-12-2015,11-May-19,E25517,"£54,280.00",PVT-418,Southampton
TL-QO-784612,0,1st,Heidi Parrish,Male,43,02-12-2015,12-May-19,R26554,"£36,865.00",CLS-385,Manchester
TL-QO-784613,4,1st,Karsyn McCarthy,Female,40,03-12-2015,13-May-19,A65624,"£70,556.00",GEN-429,Paris
TL-QO-784614,6,3rd,Kira Spears,Female,49,04-12-2015,14-May-19,D25586,"£31,186.00",PVT-419,London
TL-QO-784615,3,2nd,Ameer Wilcox,Male,46,05-12-2015,15-May-19,B45974,"£73,325.00",CLS-386,Queenstown
